SID,grade,clock,cohort,LD33,SS
189693,6,0,5,Never,207
11204532,6,0,5,Never,224
7502346,7,1,7,Never,230
6530915,8,2,6,Never,246
6808964,6,0,6,Never,221
7846029,8,2,7,Never,225
8662843,6,0,6,Never,218
1023233,7,1,5,Never,228
7046588,7,1,6,Never,218
8285152,7,1,7,Never,236
7352417,6,0,6,Never,224
8690723,7,1,6,Never,257
8379734,7,1,7,Never,230
7838263,6,0,7,Never,226
7053460,7,1,6,Never,244
2842513,8,2,5,Never,254
7972350,8,2,7,Never,244
6882927,6,0,6,Never,239
6480780,6,0,5,Never,229
7035306,7,1,5,Never,242
1626337,7,1,5,Never,226
9368752,7,1,6,Never,231
6837697,7,1,5,Never,222
7769555,8,2,7,Never,248
7195214,6,0,6,Never,238
7358113,8,2,7,Never,242
4958926,7,1,5,Never,231
7475179,7,1,7,Never,229
8318476,7,1,7,Never,236
9221751,8,2,5,Never,229
3368092,6,0,5,Never,239
11444045,6,0,6,Never,226
1614320,7,1,5,Never,230
7765975,8,2,7,Never,226
7857861,7,1,7,Always,218
505730,7,1,5,Never,232
7290179,7,1,6,Never,225
8274029,7,1,6,Never,229
12237736,8,2,7,Never,221
7001673,6,0,6,Never,227
6872506,6,0,6,Never,223
8677344,6,0,7,Sometimes,215
8243107,7,1,6,Never,230
10367330,6,0,7,Never,209
7502044,8,2,7,Never,256
2277344,6,0,5,Never,222
4627849,8,2,5,Never,245
8262934,7,1,6,Never,238
4471784,6,0,5,Never,228
4958926,7,1,5,Never,231
13642189,7,1,7,Always,228
7971990,6,0,7,Never,213
6965024,8,2,6,Never,226
3472299,6,0,5,Never,221
2735202,8,2,5,Never,231
5656303,8,2,5,Always,219
2792524,8,2,5,Never,240
1761714,6,0,5,Never,202
7281064,7,1,5,Never,235
8193606,7,1,7,Never,243
876917,8,2,5,Never,233
1585274,6,0,5,Always,221
7037805,6,0,6,Never,222
7719361,8,2,7,Never,244
9450335,7,1,7,Never,248
7768575,7,1,7,Never,238
3363422,6,0,5,Never,262
11330430,6,0,7,Never,224
2326035,7,1,5,Never,231
6848508,8,2,6,Never,241
7156324,7,1,7,Never,227
7752768,8,2,7,Never,226
8016445,8,2,7,Never,248
3950670,6,0,5,Never,241
4688589,7,1,5,Never,228
7122470,7,1,6,Never,229
1888226,7,1,5,Always,226
5172608,8,2,5,Never,242
11142553,8,2,7,Never,230
504203,7,1,6,Never,224
7233930,6,0,6,Never,240
4395867,6,0,6,Never,214
7996993,7,1,7,Never,238
7438974,8,2,6,Never,228
9599037,7,1,5,Never,236
9381384,8,2,5,Never,248
5465346,6,0,6,Never,214
2745933,7,1,6,Never,232
8218102,7,1,7,Never,235
7355378,8,2,5,Never,251
7961693,8,2,7,Never,225
7786670,7,1,7,Never,225
7233957,8,2,6,Never,237
3145867,6,0,5,Never,227
7099347,8,2,6,Never,239
7746202,6,0,7,Never,219
6918298,8,2,6,Never,247
764183,7,1,5,Always,231
6868274,8,2,6,Never,251
8264422,8,2,7,Never,241
10330429,6,0,5,Never,225
7151721,6,0,6,Never,201
6628303,6,0,6,Never,221
3472159,8,2,5,Never,257
5263042,7,1,6,Never,252
6947735,6,0,6,Always,215
9665072,8,2,7,Never,252
4674200,7,1,5,Always,234
7037716,6,0,6,Never,218
8139644,8,2,6,Never,224
2497158,7,1,5,Never,240
6774601,7,1,6,Never,223
9419721,7,1,6,Never,220
8048975,6,0,6,Never,231
7122470,8,2,6,Never,226
8335451,6,0,7,Never,251
6829678,7,1,6,Never,236
7956347,8,2,7,Never,236
7181868,7,1,6,Never,228
3661067,7,1,5,Never,212
9577440,7,1,6,Never,235
7947186,8,2,7,Never,250
7636083,6,0,7,Never,221
7820577,7,1,6,Never,227
2275627,7,1,5,Never,233
8213828,6,0,7,Never,220
7301014,6,0,6,Never,216
6623255,6,0,6,Never,225
2234335,8,2,5,Never,221
6573762,6,0,6,Never,221
6987346,7,1,6,Sometimes,230
9781315,7,1,7,Never,231
7475179,7,1,6,Never,228
6528570,6,0,6,Never,221
3704394,6,0,5,Never,218
6569293,7,1,6,Never,248
7822995,6,0,7,Never,231
1576305,7,1,5,Never,238
7322097,7,1,6,Never,230
7005741,7,1,6,Never,236
6997910,8,2,6,Never,237
9413758,8,2,5,Never,247
8170479,6,0,6,Never,217
2721570,6,0,5,Never,227
3418545,8,2,5,Always,222
7039751,7,1,6,Never,233
3279537,8,2,5,Never,254
7354606,8,2,6,Never,239
7991088,7,1,7,Never,233
766526,7,1,5,Never,240
8132453,8,2,7,Always,221
1052977,6,0,5,Never,249
7979215,7,1,7,Never,252
6915329,7,1,5,Never,245
6847803,7,1,6,Always,225
7488203,6,0,6,Never,237
6808832,7,1,6,Always,227
8101981,6,0,7,Sometimes,202
7777965,7,1,7,Never,223
10714804,8,2,5,Never,239
1888226,7,1,6,Never,222
6922724,7,1,6,Always,229
12678139,6,0,7,Never,228
2327279,7,1,5,Never,229
6834868,6,0,6,Never,229
7768451,8,2,7,Never,243
6699294,6,0,6,Never,212
7863497,7,1,7,Never,238
6542506,7,1,7,Always,225
1546953,8,2,5,Never,242
6771610,6,0,6,Never,221
8177864,6,0,7,Never,227
12564524,6,0,7,Never,244
2969092,6,0,7,Never,213
7979614,6,0,7,Never,233
6727301,7,1,6,Never,236
7770596,7,1,6,Never,230
7771738,8,2,7,Never,246
7948360,6,0,7,Never,240
5516153,6,0,5,Never,221
6825427,7,1,6,Never,253
2700395,6,0,5,Never,228
8325979,7,1,7,Never,240
3072452,6,0,6,Never,242
7786948,7,1,7,Never,236
9978399,8,2,6,Never,245
6696457,8,2,5,Never,235
8308691,7,1,6,Never,231
9936637,8,2,5,Never,267
5138507,8,2,5,Always,226
6700756,8,2,5,Never,242
6319165,6,0,5,Never,261
7978634,7,1,7,Never,243
5165210,6,0,5,Never,222
8379734,6,0,6,Never,230
9555889,6,0,5,Never,228
8094195,8,2,7,Never,238
5632072,6,0,6,Never,228
2863464,8,2,5,Never,281
6740944,8,2,5,Never,237
7153333,6,0,6,Never,223
3462560,6,0,5,Always,211
6552005,6,0,6,Never,213
7209908,6,0,6,Never,219
6732941,8,2,6,Never,230
6546951,6,0,6,Never,214
12542512,8,2,7,Never,239
6733808,6,0,6,Never,247
8053421,6,0,7,Never,229
7648804,7,1,7,Never,256
7257724,8,2,6,Never,236
6559530,6,0,6,Never,229
8136319,7,1,7,Never,238
7729294,8,2,6,Never,246
9098127,6,0,7,Never,223
1113690,8,2,5,Never,243
7893663,8,2,7,Never,236
8124760,7,1,7,Never,234
7775148,8,2,7,Never,237
12676357,8,2,7,Never,239
6527434,6,0,5,Never,223
8097070,6,0,7,Never,232
7765584,8,2,7,Never,236
7099843,8,2,6,Never,244
8307733,7,1,7,Never,224
1457098,6,0,5,Never,220
8207313,7,1,7,Never,230
188441,7,1,5,Sometimes,230
6946100,6,0,7,Never,227
6216188,8,2,5,Never,226
189693,6,0,6,Never,214
3639681,7,1,5,Never,240
7984197,6,0,6,Never,229
9034102,7,1,6,Never,236
4371984,6,0,5,Never,234
6923100,8,2,6,Never,224
7256531,8,2,5,Never,239
7209908,7,1,6,Never,234
11253118,8,2,7,Never,218
7191448,6,0,6,Never,236
12225991,7,1,6,Never,236
8016321,8,2,7,Never,272
3831213,7,1,5,Never,252
12714607,7,1,7,Never,229
8124604,6,0,7,Never,228
8214638,6,0,6,Never,224
7037805,6,0,6,Sometimes,228
6994660,7,1,6,Never,232
6997724,6,0,6,Never,218
2712733,8,2,6,Never,237
4654250,8,2,5,Never,237
2796643,8,2,5,Never,223
903647,6,0,5,Never,227
6634451,6,0,6,Never,242
8077886,7,1,7,Never,240
8309183,8,2,7,Never,240
8239711,6,0,7,Never,231
7759924,7,1,7,Never,241
6579035,8,2,6,Never,232
6836224,6,0,6,Never,209
6851843,8,2,5,Never,238
8700516,6,0,7,Never,228
7719108,6,0,6,Never,230
8327637,6,0,7,Never,227
3485986,7,1,5,Never,223
11377178,8,2,5,Never,231
5357888,8,2,5,Never,248
5098033,6,0,5,Never,210
7774958,6,0,7,Never,235
7120796,7,1,6,Never,248
6546560,8,2,6,Never,247
6844898,6,0,6,Never,213
7093861,6,0,6,Always,219
9745165,6,0,6,Never,217
10949089,6,0,7,Never,236
2667657,6,0,5,Never,243
8228663,7,1,7,Never,230
6249019,7,1,5,Never,242
8149631,8,2,6,Never,228
6812104,8,2,6,Never,225
6962483,7,1,5,Sometimes,234
8510563,6,0,5,Never,227
4056450,8,2,5,Never,238
10010882,7,1,5,Never,277
10007849,8,2,7,Never,235
7100515,6,0,6,Never,224
6997910,7,1,6,Never,217
6851436,6,0,6,Never,233
4689666,7,1,5,Never,223
5214785,8,2,5,Never,231
8220751,6,0,7,Never,229
7246080,7,1,5,Never,241
5172608,8,2,5,Never,243
6571948,6,0,6,Never,249
9126228,6,0,6,Never,211
10949852,6,0,5,Never,230
8189900,8,2,7,Never,246
8220581,8,2,7,Never,241
8901511,8,2,7,Never,239
7961693,7,1,7,Never,229
8498970,6,0,5,Never,230
7785690,6,0,7,Never,227
1127659,8,2,5,Never,253
7872542,6,0,7,Never,241
8616027,6,0,7,Never,210
6874649,6,0,6,Never,224
11389788,6,0,7,Never,224
7788185,8,2,7,Never,241
6926886,6,0,6,Never,209
8206821,7,1,6,Never,242
7709900,8,2,7,Never,237
6708609,8,2,5,Never,237
10274146,7,1,7,Never,235
2448718,8,2,5,Never,250
8814651,7,1,6,Never,232
7072783,7,1,6,Never,255
6515371,6,0,6,Never,222
764086,8,2,5,Never,234
6821472,8,2,6,Never,246
11957751,8,2,6,Never,229
1827529,7,1,5,Never,221
2726777,6,0,5,Never,257
5138507,8,2,5,Never,251
7720521,7,1,7,Never,235
3471586,8,2,5,Never,225
6762026,8,2,6,Never,238
9336168,7,1,7,Sometimes,228
6740944,8,2,5,Never,237
5106559,7,1,5,Never,239
8004617,8,2,7,Never,238
832456,7,1,5,Never,207
5516226,6,0,5,Never,225
6538657,7,1,6,Never,235
6732585,8,2,6,Never,243
10396438,6,0,7,Never,219
8175470,7,1,5,Always,225
8307555,7,1,7,Sometimes,230
7354851,6,0,5,Never,213
8059063,7,1,7,Never,252
9225137,8,2,7,Never,242
11818735,7,1,7,Never,226
10749233,7,1,7,Never,221
4510887,8,2,5,Never,240
7006985,8,2,6,Never,251
3705854,6,0,5,Never,220
7170114,7,1,6,Never,249
7784481,7,1,7,Never,235
5263042,7,1,5,Never,232
4086988,6,0,5,Never,237
6997805,6,0,6,Never,264
4999509,7,1,5,Never,239
6555977,7,1,6,Never,232
7787936,6,0,7,Never,248
7356447,6,0,6,Always,213
6882927,6,0,6,Never,221
12235016,6,0,6,Sometimes,214
8137005,6,0,7,Never,239
7947186,7,1,7,Never,235
6926886,7,1,6,Never,234
7786670,8,2,7,Never,230
2482142,8,2,5,Never,281
8321671,8,2,7,Never,255
2386704,7,1,5,Never,234
7654545,7,1,7,Never,239
6740944,6,0,5,Never,212
8181705,6,0,7,Never,223
9061746,8,2,6,Sometimes,223
8238162,6,0,6,Never,216
5172608,7,1,5,Sometimes,225
7113951,8,2,6,Never,235
6807712,7,1,6,Never,233
8135088,7,1,7,Never,246
4390881,8,2,5,Never,242
11697172,8,2,5,Never,238
6956289,6,0,6,Never,235
1818813,6,0,6,Never,222
1071971,6,0,5,Never,225
3481565,7,1,5,Never,229
1603345,6,0,5,Never,229
7718322,6,0,7,Never,239
6216188,7,1,5,Never,248
4542673,7,1,5,Never,243
3864537,6,0,5,Never,221
10863044,7,1,7,Sometimes,227
6275869,7,1,5,Never,242
8082596,6,0,7,Always,228
6631363,7,1,7,Never,225
12162647,7,1,7,Never,236
4969898,6,0,5,Never,226
6876463,7,1,6,Never,222
2309726,6,0,5,Never,238
6848516,8,2,6,Never,224
1914898,7,1,5,Always,226
3940470,8,2,5,Never,236
6947735,7,1,6,Never,236
6857477,6,0,6,Never,233
7664753,7,1,7,Always,229
7966822,7,1,7,Never,234
188735,7,1,5,Never,221
1755838,7,1,5,Never,231
10602828,6,0,7,Never,229
7736428,7,1,7,Never,228
7182198,7,1,6,Never,234
936502,7,1,5,Never,233
7801831,8,2,7,Never,231
6783244,7,1,6,Sometimes,243
11330430,8,2,5,Never,234
7776721,6,0,7,Never,219
9429263,8,2,6,Never,225
7746202,6,0,7,Never,221
4440129,8,2,5,Never,243
5941806,6,0,5,Never,221
10749233,6,0,5,Never,228
10633324,8,2,7,Never,253
6893295,6,0,6,Never,242
8640580,7,1,5,Never,221
6126081,7,1,5,Never,237
10031987,8,2,6,Never,233
7776721,6,0,7,Never,226
6862519,8,2,6,Never,221
3918157,8,2,5,Never,227
5170877,8,2,5,Never,227
7802919,8,2,7,Never,239
6844383,7,1,6,Never,228
8677344,7,1,7,Never,240
6599354,8,2,6,Never,241
2213753,6,0,5,Never,245
4140907,6,0,5,Never,233
8444951,6,0,5,Never,224
1052519,8,2,5,Never,253
8108838,8,2,7,Never,252
3819949,6,0,6,Never,241
7096933,8,2,6,Never,242
7099177,6,0,6,Always,219
6598617,7,1,6,Never,242
3498360,8,2,5,Never,226
13705997,8,2,7,Never,230
4408268,6,0,5,Never,224
6833888,6,0,6,Never,217
6569765,6,0,5,Never,229
7352336,6,0,7,Never,221
3156109,7,1,5,Never,229
6745962,8,2,6,Never,235
5172004,8,2,5,Never,230
8134537,8,2,7,Never,263
6556337,6,0,6,Always,209
2226766,7,1,5,Never,230
7823053,6,0,7,Never,224
764604,7,1,5,Never,242
7772548,6,0,7,Never,225
6560326,6,0,6,Never,220
6761615,8,2,6,Never,239
7848943,7,1,5,Never,235
8049467,7,1,7,Never,232
13705997,6,0,7,Never,225
8016321,6,0,7,Never,258
10195513,8,2,5,Never,241
7836627,8,2,7,Never,243
5191319,7,1,5,Never,241
7620101,8,2,7,Never,258
2365715,7,1,5,Never,250
8150133,6,0,5,Never,224
7940696,7,1,7,Never,241
7355076,8,2,6,Never,229
6961347,6,0,6,Never,233
7489749,7,1,6,Never,227
865966,6,0,5,Never,214
1052977,7,1,5,Never,257
8212368,8,2,7,Never,254
7464800,6,0,5,Never,226
6656536,7,1,6,Never,224
8093245,8,2,7,Never,242
7955596,8,2,6,Never,245
6573029,6,0,6,Never,240
7004613,6,0,6,Never,228
4003454,6,0,5,Never,224
7036329,8,2,6,Always,224
10781412,6,0,7,Never,221
6458718,8,2,5,Never,225
7198965,7,1,6,Sometimes,225
8345716,8,2,5,Never,235
6630057,7,1,6,Never,251
6811876,7,1,6,Never,249
6636187,6,0,6,Always,224
11017457,6,0,7,Never,222
1731521,7,1,5,Never,230
8325979,7,1,7,Never,224
7953526,7,1,7,Never,223
10648240,8,2,7,Never,242
7971699,6,0,7,Never,233
4519280,8,2,5,Never,250
5465346,7,1,5,Never,218
7812493,7,1,7,Never,222
7711662,8,2,7,Never,233
11917385,6,0,5,Never,226
7464800,7,1,5,Never,230
8288615,8,2,7,Never,238
10109390,7,1,6,Never,220
2909634,6,0,6,Never,238
7059841,8,2,6,Never,238
5654238,7,1,5,Never,235
8268789,6,0,7,Never,244
9997253,6,0,5,Never,225
5297443,8,2,5,Never,254
4451902,6,0,5,Never,227
4722752,7,1,5,Sometimes,225
5007364,7,1,5,Never,226
3712400,7,1,5,Never,235
11867221,6,0,7,Never,223
6723500,7,1,6,Always,214
6846580,6,0,6,Never,220
4519205,7,1,5,Sometimes,218
8242186,6,0,7,Never,221
3268403,7,1,5,Never,239
2277344,6,0,5,Never,229
3418545,8,2,5,Never,231
7153333,8,2,6,Never,228
6559530,7,1,6,Never,222
13671642,6,0,7,Sometimes,215
8367442,8,2,7,Always,232
7771703,7,1,7,Never,220
4938607,6,0,5,Never,225
7697120,7,1,7,Never,237
5629942,8,2,7,Never,234
6610161,6,0,6,Sometimes,220
7101120,8,2,6,Never,256
9034102,8,2,7,Never,235
6812104,7,1,6,Always,224
6527043,7,1,6,Never,236
7268203,7,1,6,Never,243
10419942,7,1,6,Never,229
3141179,7,1,5,Never,235
7718322,7,1,7,Never,235
2539829,6,0,5,Sometimes,216
9765077,7,1,6,Never,252
8107785,6,0,7,Sometimes,203
7119704,7,1,6,Never,223
10653147,6,0,7,Never,245
7881681,6,0,7,Never,221
2130602,7,1,5,Never,230
6931839,7,1,6,Never,234
2925702,8,2,5,Never,250
6585671,6,0,6,Never,253
7036329,6,0,6,Never,237
3808319,6,0,5,Never,255
7052677,6,0,6,Never,230
7870396,6,0,7,Never,207
4445392,6,0,5,Never,245
3918157,6,0,5,Sometimes,212
5926351,7,1,5,Never,227
9595635,6,0,6,Never,225
8126364,7,1,7,Never,245
6954847,7,1,6,Never,230
3750019,7,1,5,Never,229
8492786,6,0,7,Never,234
6559565,7,1,6,Never,235
6951740,7,1,6,Never,226
7762836,8,2,7,Never,238
7776640,6,0,7,Never,239
1889400,7,1,5,Never,248
7099568,8,2,5,Never,226
6565727,6,0,6,Always,214
11677929,8,2,5,Never,221
7728530,8,2,7,Never,237
8160864,7,1,5,Never,244
8051593,7,1,7,Never,233
7881770,6,0,6,Never,216
8046646,6,0,7,Never,229
7314671,7,1,6,Never,234
7251580,6,0,5,Never,219
12225991,8,2,6,Never,231
8804966,8,2,6,Never,239
6995284,6,0,6,Never,230
12567655,7,1,7,Never,224
7464800,6,0,5,Never,226
9685049,7,1,6,Never,240
6850111,7,1,6,Always,224
6799701,8,2,6,Never,262
946427,7,1,5,Never,226
6637973,8,2,6,Never,236
6995721,8,2,6,Never,221
5570824,7,1,7,Never,235
7963947,7,1,7,Never,233
9221751,8,2,6,Always,219
10828443,8,2,6,Never,222
1121774,8,2,5,Never,225
3793478,6,0,5,Never,247
8208166,7,1,7,Never,243
2862085,6,0,5,Never,227
1962116,8,2,5,Never,235
500828,7,1,5,Never,229
7123574,8,2,6,Never,249
7258720,6,0,5,Never,228
7697120,7,1,7,Never,235
7784481,8,2,7,Never,239
7726961,6,0,7,Never,233
8236690,7,1,7,Never,234
8075840,7,1,7,Never,242
6868169,8,2,6,Never,247
7809956,7,1,7,Never,235
1068474,8,2,5,Never,233
7996896,6,0,7,Never,214
6511082,6,0,5,Never,238
6874975,6,0,6,Never,234
7799896,8,2,7,Never,236
715387,6,0,5,Never,223
615684,7,1,5,Never,227
766526,6,0,5,Never,239
8039968,8,2,7,Never,234
8038783,7,1,7,Never,236
9191941,7,1,7,Never,247
8174520,6,0,7,Never,230
5658772,8,2,5,Never,234
9015477,6,0,7,Never,224
2290421,7,1,5,Never,241
6604951,7,1,6,Never,246
2902540,7,1,5,Never,246
800678,8,2,5,Always,242
6650104,7,1,6,Always,231
10396438,6,0,7,Never,209
8216533,8,2,7,Never,235
7956347,7,1,7,Never,241
1568868,7,1,5,Always,234
6828396,7,1,6,Never,250
8560897,6,0,5,Never,229
8136319,8,2,7,Never,234
3945480,6,0,5,Never,223
7007701,6,0,6,Never,224
8194254,8,2,7,Never,231
5619769,7,1,5,Never,239
7904673,6,0,7,Never,221
5510082,7,1,5,Never,253
1068474,6,0,5,Never,236
7836155,8,2,7,Always,232
8238154,8,2,6,Never,241
8139075,7,1,7,Never,232
4900561,6,0,5,Never,219
11507497,7,1,7,Never,245
7099177,7,1,6,Never,247
8049424,7,1,7,Never,264
6765262,8,2,6,Never,237
3792323,8,2,5,Never,259
1731521,7,1,5,Never,232
7171447,7,1,6,Never,235
7997795,6,0,7,Never,229
6706525,7,1,6,Never,238
3476472,7,1,5,Never,236
5656206,7,1,5,Never,245
2640244,6,0,5,Never,251
6692877,6,0,6,Never,230
3472299,8,2,5,Never,229
6454720,7,1,5,Never,225
8053421,8,2,7,Never,252
4369661,6,0,5,Never,217
6646875,8,2,5,Never,246
8657440,7,1,6,Never,240
8665311,6,0,6,Never,234
1071513,7,1,5,Never,225
8306591,7,1,7,Never,232
8761922,8,2,7,Never,250
6945767,8,2,6,Never,248
4519280,7,1,5,Never,230
7457138,7,1,6,Never,247
7111703,8,2,6,Always,233
8265437,8,2,7,Always,221
6560350,7,1,6,Never,238
10375813,7,1,6,Never,226
7051786,6,0,6,Never,232
3342441,6,0,6,Never,215
10013342,7,1,6,Never,229
6671292,8,2,6,Never,247
1973126,8,2,5,Never,233
8705690,8,2,6,Never,232
6654711,7,1,6,Never,229
7173997,8,2,6,Never,238
7791968,7,1,7,Never,246
9139486,7,1,6,Never,228
7713541,6,0,6,Never,227
7714106,8,2,7,Never,258
7110081,6,0,6,Always,239
7036302,6,0,6,Never,241
8061084,7,1,7,Never,233
1042548,8,2,6,Never,232
8040591,8,2,7,Never,224
5278058,8,2,5,Never,220
6569293,6,0,6,Never,227
6929028,7,1,6,Never,227
501115,8,2,5,Never,239
8077886,6,0,7,Never,253
7774095,6,0,7,Never,227
6865623,8,2,6,Never,228
4406869,7,1,5,Never,233
4999134,6,0,5,Sometimes,219
7893744,7,1,7,Always,221
7998244,8,2,7,Never,243
1850520,6,0,5,Never,234
6594425,7,1,5,Never,243
8200912,7,1,7,Never,234
1602152,7,1,5,Never,227
4140907,8,2,5,Never,234
3635996,6,0,5,Never,237
6989659,6,0,6,Never,235
7038089,6,0,6,Never,221
4413474,7,1,5,Never,225
6844421,8,2,6,Never,221
5098033,8,2,5,Always,218
6649289,7,1,6,Never,232
935786,8,2,5,Never,223
8150362,7,1,7,Never,228
8264422,8,2,7,Never,235
7078463,6,0,6,Never,220
6544681,8,2,6,Never,241
7089961,8,2,5,Never,234
6341047,6,0,5,Never,228
5465346,7,1,5,Never,242
6374220,7,1,5,Never,238
7997035,6,0,7,Never,223
6896073,6,0,6,Never,226
8126402,7,1,5,Never,233
9368752,7,1,5,Never,241
4462173,7,1,5,Never,229
2326035,8,2,5,Never,225
11568984,8,2,7,Never,235
7120796,7,1,6,Never,230
5569842,6,0,5,Never,219
2483017,6,0,5,Never,249
7832028,6,0,7,Never,224
8888493,7,1,5,Never,235
2977281,8,2,5,Never,245
8951306,7,1,7,Never,221
7809956,7,1,7,Never,233
3655008,7,1,5,Never,240
9429263,8,2,7,Never,245
825972,7,1,5,Never,233
7504101,8,2,7,Never,244
7007531,7,1,6,Always,222
8514240,7,1,5,Never,233
8296995,8,2,7,Never,233
7002823,6,0,7,Never,219
8237441,7,1,6,Never,232
13856367,7,1,7,Never,241
4688538,8,2,5,Never,248
2909634,6,0,5,Never,234
7353677,8,2,6,Never,243
8057435,6,0,7,Never,226
7504101,8,2,7,Never,235
4972821,6,0,5,Never,220
7136978,6,0,6,Never,231
7953526,7,1,7,Never,231
8038341,6,0,7,Never,223
8293139,7,1,7,Never,222
1576275,6,0,5,Never,233
2227010,7,1,5,Never,236
4969898,8,2,5,Always,220
7110154,8,2,5,Never,233
8043337,6,0,7,Never,210
12446564,7,1,6,Never,232
9184945,7,1,7,Never,260
3156109,6,0,6,Never,222
2364972,6,0,5,Never,219
7802919,7,1,7,Never,227
5738318,6,0,5,Never,225
6852416,7,1,6,Never,245
8049696,8,2,7,Never,236
7735030,7,1,7,Never,227
8340943,6,0,7,Never,237
7955596,8,2,7,Never,270
6650244,6,0,6,Never,214
7024533,8,2,6,Never,250
7088892,7,1,6,Never,234
6696163,8,2,5,Never,253
2396890,6,0,5,Never,221
8160066,8,2,7,Never,240
6181953,6,0,5,Never,229
6894011,7,1,6,Never,234
2901242,7,1,5,Never,243
503142,7,1,5,Never,226
4182383,8,2,5,Never,214
7988044,8,2,6,Never,229
8181136,6,0,7,Never,232
6629598,8,2,5,Never,252
3834344,6,0,5,Never,228
7697376,7,1,7,Never,240
5743826,6,0,5,Never,224
7698909,6,0,7,Never,228
4061268,8,2,5,Never,235
10652485,7,1,5,Never,240
6868169,7,1,6,Never,239
8032629,7,1,7,Never,248
2790130,7,1,5,Never,231
10772987,8,2,7,Always,227
6921744,7,1,5,Never,246
5380138,8,2,5,Never,242
9356487,8,2,6,Never,234
8223033,6,0,6,Never,226
7164491,8,2,7,Never,224
6533574,6,0,6,Never,226
4148088,6,0,5,Never,216
7233930,7,1,6,Never,231
6635091,6,0,6,Never,235
2737272,7,1,5,Never,245
3704394,6,0,5,Never,230
12526193,7,1,7,Never,235
8324123,6,0,7,Never,226
7874049,6,0,7,Never,224
6724736,7,1,6,Never,249
7276001,6,0,5,Never,222
7721579,8,2,7,Never,211
2461005,6,0,5,Never,221
12079324,6,0,7,Never,224
2438437,7,1,5,Never,229
6641520,6,0,6,Never,222
9595848,8,2,5,Never,233
7958277,8,2,7,Always,237
7101635,8,2,7,Never,242
10130780,7,1,6,Never,229
8154244,6,0,7,Never,212
6570534,6,0,6,Never,243
8199736,7,1,7,Never,229
10335129,8,2,6,Never,236
6634400,6,0,6,Never,229
2640988,7,1,6,Always,234
6846629,8,2,6,Never,239
5356539,7,1,5,Never,235
243159,8,2,5,Never,240
7948360,6,0,7,Never,237
7209908,8,2,6,Never,242
6644600,6,0,6,Sometimes,230
4520912,8,2,5,Never,225
7638795,6,0,7,Never,230
8951306,7,1,7,Never,233
7188293,7,1,6,Never,233
8179727,8,2,7,Never,252
9790810,6,0,6,Never,224
8700516,8,2,7,Never,237
7904118,8,2,7,Never,242
6559441,7,1,6,Never,238
3234584,7,1,6,Never,243
7769407,6,0,7,Never,232
3251772,7,1,5,Never,223
10174214,7,1,6,Never,218
5278058,7,1,6,Always,229
1755838,8,2,5,Never,239
8097550,6,0,5,Never,221
7038372,7,1,7,Never,236
3118304,6,0,5,Always,219
3045439,8,2,5,Never,252
4588797,7,1,5,Never,239
12446564,8,2,6,Never,240
1071033,7,1,5,Never,242
5962757,8,2,5,Never,240
6545009,8,2,6,Never,251
5761719,6,0,5,Never,225
6838146,8,2,5,Never,240
7263260,6,0,6,Never,228
7823878,7,1,7,Never,236
425796,6,0,5,Never,231
11640243,7,1,6,Never,228
3072819,8,2,5,Never,234
7838174,7,1,7,Never,239
6733875,8,2,6,Never,279
5271304,7,1,5,Never,227
2325969,7,1,5,Never,221
768197,8,2,5,Never,229
7157940,7,1,7,Never,230
7209495,6,0,6,Never,213
8356173,6,0,5,Never,223
5390656,8,2,5,Never,247
6623921,8,2,6,Never,240
7648804,6,0,7,Never,217
8502684,8,2,7,Never,221
7246846,7,1,5,Never,234
8170479,6,0,7,Never,207
6552005,7,1,6,Always,218
11449101,6,0,6,Never,224
6737730,8,2,6,Never,237
7656343,7,1,7,Never,230
8562423,7,1,7,Never,233
10644075,7,1,7,Never,232
7261446,7,1,6,Never,241
6072712,8,2,5,Never,240
5518652,8,2,5,Never,238
2241765,7,1,5,Never,221
6560350,6,0,7,Never,223
10174214,8,2,7,Never,222
7708386,8,2,7,Never,235
6955002,7,1,6,Never,230
7268203,7,1,6,Never,235
8097550,7,1,7,Never,235
8141436,6,0,7,Never,236
7713266,8,2,7,Never,243
11464674,6,0,5,Never,222
6872506,7,1,6,Never,239
4428706,8,2,6,Never,239
7958080,6,0,7,Never,228
8032939,7,1,7,Never,246
7306679,6,0,5,Never,233
9429263,7,1,7,Never,246
4646819,7,1,5,Never,230
6530176,7,1,6,Never,231
5740916,6,0,5,Never,238
6829678,7,1,6,Never,232
8221774,6,0,7,Never,236
7999984,7,1,6,Never,225
6528821,6,0,6,Never,206
4812085,8,2,6,Never,231
7733755,8,2,7,Never,237
6600727,7,1,6,Never,242
6995845,7,1,6,Never,227
8318476,6,0,7,Never,230
6607462,7,1,5,Never,226
800678,8,2,5,Never,243
3660494,8,2,5,Always,223
7974531,7,1,7,Never,232
5152917,7,1,5,Never,232
2226766,6,0,5,Never,215
7330316,6,0,6,Never,234
9816089,8,2,5,Never,237
9232583,7,1,5,Never,211
8265437,7,1,7,Never,238
7311737,7,1,5,Sometimes,231
7838417,8,2,7,Never,257
7502427,7,1,7,Never,228
10374078,8,2,5,Always,228
7953526,8,2,7,Never,237
10683453,6,0,5,Never,218
8323879,7,1,7,Never,240
6636799,6,0,5,Never,225
6205119,7,1,5,Never,238
