SID,LD33,grade,sld
2195186,Never,6,0
8235996,Never,6,0
7088906,Never,6,0
10335420,Never,6,0
7290284,Never,6,0
8086214,Never,6,0
7641664,Never,6,0
6583709,Never,6,0
4811968,Never,6,0
8138230,Never,6,0
6828825,Never,6,0
6652409,Never,6,0
11586176,Never,6,0
3261409,Never,6,0
4499433,Always,6,1
4373286,Never,6,0
11905891,Never,6,0
8923256,Never,6,0
6285694,Never,6,0
8041172,Never,6,0
8120285,Never,6,0
7134363,Never,6,0
6479022,Never,6,0
11377852,Never,6,0
12414883,Never,6,0
6893155,Never,6,0
2968274,Never,6,0
4182928,Never,6,0
9492291,Never,6,0
7379560,Never,6,0
11866624,Never,6,0
504580,Never,6,0
674737,Never,6,0
8799989,Never,6,0
8113645,Never,6,0
12431990,Never,6,0
8141266,Never,6,0
6913148,Never,6,0
6829163,Always,6,1
7138555,Never,6,0
8301506,Never,6,0
4507436,Never,6,0
6716334,Never,6,0
3724700,Never,6,0
7153287,Never,6,0
8216584,Never,6,0
7184093,Never,6,0
7632002,Never,6,0
110841,Never,6,0
7087438,Never,6,0
2927314,Never,6,0
7173555,Never,6,0
3758125,Never,6,0
4913361,Never,6,0
10024972,Never,6,0
6723829,Never,6,0
3312542,Never,6,0
4661184,Never,6,0
7959885,Never,6,0
7738935,Never,6,0
5654416,Never,6,0
477230,Never,6,0
8732086,Never,6,0
8018332,Never,6,0
6877060,Never,6,0
747513,Never,6,0
2846071,Never,6,0
7727461,Never,6,0
7969147,Never,6,0
6629091,Never,6,0
8237069,Never,6,0
6938515,Never,6,0
9035389,Never,6,0
9084886,Never,6,0
8328560,Never,6,0
1123653,Never,6,0
7857543,Never,6,0
1568353,Never,6,0
6931057,Never,6,0
6911803,Never,6,0
3401510,Never,6,0
5390230,Never,6,0
7125984,Never,6,0
8192847,Never,6,0
6645917,Never,6,0
8124396,Never,6,0
6761593,Never,6,0
580155,Never,6,0
8164835,Always,6,1
8240345,Never,6,0
12633496,Never,6,0
8178542,Never,6,0
3694828,Never,6,0
7836015,Never,6,0
7914423,Never,6,0
7731523,Never,6,0
3254801,Never,6,0
6775462,Never,6,0
4233514,Never,6,0
6729533,Never,6,0
13541889,Never,6,0
9846867,Never,6,0
6994997,Never,6,0
10300570,Always,6,1
7772238,Never,6,0
7001819,Never,6,0
720267,Never,6,0
6570135,Never,6,0
6937098,Never,6,0
6563406,Never,6,0
6874320,Never,6,0
6845711,Never,6,0
1873717,Never,6,0
8138109,Never,6,0
6578764,Never,6,0
6916317,Always,6,1
11606711,Never,6,0
4638018,Never,6,0
6932851,Never,6,0
7150105,Never,6,0
8246483,Never,6,0
6914535,Sometimes,6,0
4611748,Never,6,0
6724248,Sometimes,6,1
3697193,Never,6,0
4765079,Always,6,1
7247281,Never,6,0
7069499,Never,6,0
6956920,Never,6,0
2707810,Never,6,0
7249349,Never,6,0
6720056,Never,6,0
8265666,Never,6,0
6520340,Never,6,0
190969,Never,6,0
7343493,Never,6,0
4698355,Never,6,0
12378194,Never,6,0
6829627,Never,6,0
1834894,Never,6,0
6613233,Never,6,0
8040133,Never,6,0
3204219,Never,6,0
5175437,Never,6,0
8282102,Never,6,0
12743844,Never,6,0
2835665,Never,6,0
4887387,Never,6,0
5619262,Never,6,0
7722834,Never,6,0
6547028,Never,6,0
3216489,Always,6,1
2540029,Never,6,0
4723317,Always,6,1
2387654,Never,6,0
6599400,Never,6,0
8025398,Never,6,0
6734103,Never,6,0
6630235,Never,6,0
6735126,Never,6,0
6908314,Never,6,0
9073361,Never,6,0
8298033,Never,6,0
3944662,Never,6,0
4578880,Never,6,0
3656381,Never,6,0
105031,Never,6,0
6731902,Never,6,0
7036523,Never,6,0
6778119,Never,6,0
11991372,Never,6,0
9895345,Never,6,0
6717802,Never,6,0
8448736,Never,6,0
6865771,Never,6,0
8923310,Never,6,0
1706357,Never,6,0
8034419,Never,6,0
10328564,Never,6,0
7411545,Never,6,0
12976776,Never,6,0
7724977,Never,6,0
2572958,Never,6,0
8333769,Never,6,0
6524753,Never,6,0
8227225,Never,6,0
503371,Never,6,0
7973608,Never,6,0
3721493,Never,6,0
6478816,Never,6,0
3812030,Never,6,0
7786018,Always,6,1
4768663,Never,6,0
6718442,Never,6,0
7095546,Never,6,0
4844246,Never,6,0
7073925,Never,6,0
9104275,Never,6,0
7323875,Never,6,0
6599583,Never,6,0
502847,Never,6,0
3197778,Never,6,0
596353,Never,6,0
1046543,Never,6,0
8341591,Never,6,0
7697406,Never,6,0
7235828,Never,6,0
11825995,Never,6,0
10697497,Never,6,0
8046867,Never,6,0
7060165,Never,6,0
7140444,Never,6,0
7201389,Never,6,0
8012636,Never,6,0
8228523,Never,6,0
2355299,Never,6,0
7731604,Never,6,0
7095759,Never,6,0
7302258,Never,6,0
6789609,Never,6,0
3498115,Never,6,0
6944213,Never,6,0
6565816,Never,6,0
7802706,Never,6,0
12319678,Never,6,0
6575285,Never,6,0
768251,Never,6,0
7736762,Never,6,0
7183011,Never,6,0
9851151,Never,6,0
7779666,Never,6,0
7728484,Never,6,0
8967881,Never,6,0
8658137,Never,6,0
7985673,Never,6,0
7165102,Never,6,0
12078336,Never,6,0
10714030,Never,6,0
8011346,Never,6,0
7455151,Never,6,0
12572616,Never,6,0
8040273,Never,6,0
6919774,Never,6,0
4226410,Never,6,0
7801831,Never,6,0
10035265,Never,6,0
4906683,Never,6,0
3914283,Never,6,0
7020260,Never,6,0
6660088,Never,6,0
4561716,Never,6,0
7500726,Never,6,0
2726181,Never,6,0
8319049,Never,6,0
6624391,Never,6,0
5841917,Never,6,0
7022859,Never,6,0
2941953,Never,6,0
11093366,Never,6,0
8371164,Always,6,1
8013101,Never,6,0
5166586,Never,6,0
7233809,Never,6,0
6635229,Never,6,0
7699956,Never,6,0
502847,Never,6,0
6478859,Never,6,0
8140863,Never,6,0
7353502,Never,6,0
5256763,Never,6,0
7165323,Never,6,0
6323944,Never,6,0
11933593,Never,6,0
6644430,Never,6,0
6960332,Never,6,0
7745745,Always,6,1
8344205,Never,6,0
3694461,Never,6,0
3072983,Always,6,1
6642284,Never,6,0
7724802,Sometimes,6,1
6700888,Never,6,0
8423075,Never,6,0
10826491,Never,6,0
7259212,Never,6,0
8012512,Never,6,0
1489909,Never,6,0
8501319,Never,6,0
8703515,Never,6,0
6722830,Never,6,0
7459300,Never,6,0
7100752,Never,6,0
7785003,Always,6,1
6687172,Never,6,0
8141738,Never,6,0
4441222,Never,6,0
7787154,Never,6,0
5003296,Never,6,0
7624948,Never,6,0
827398,Never,6,0
4373634,Never,6,0
3225747,Never,6,0
1864459,Always,6,1
2198339,Never,6,0
2713179,Never,6,0
8037795,Never,6,0
11377747,Never,6,0
7706294,Never,6,0
6720188,Never,6,0
7825080,Never,6,0
7314280,Never,6,0
7644620,Always,6,1
8172129,Never,6,0
3368068,Never,6,0
6564445,Never,6,0
8277737,Never,6,0
8343683,Never,6,0
7979266,Never,6,0
7965796,Never,6,0
8223408,Never,6,0
7948093,Never,6,0
6962882,Never,6,0
6810489,Never,6,0
13681133,Never,6,0
6572529,Never,6,0
6213642,Never,6,0
11310359,Never,6,0
1124412,Never,6,0
6719724,Always,6,1
6723756,Never,6,0
8037256,Always,6,1
7497148,Never,6,0
7704410,Never,6,0
8242798,Never,6,0
8032637,Never,6,0
189413,Never,6,0
7022719,Never,6,0
3986586,Always,6,1
11554835,Never,6,0
6959989,Never,6,0
8235902,Never,6,0
7171013,Never,6,0
6568238,Never,6,0
6121705,Never,6,0
8201072,Never,6,0
6962327,Never,6,0
8320438,Never,6,0
7954395,Never,6,0
7062656,Never,6,0
6475833,Never,6,0
5957788,Never,6,0
7998171,Never,6,0
6810950,Never,6,0
420093,Never,6,0
2326280,Never,6,0
4126351,Never,6,0
110752,Never,6,0
7836775,Never,6,0
2702932,Never,6,0
6938698,Never,6,0
7096070,Never,6,0
6847560,Never,6,0
7659261,Never,6,0
2750309,Never,6,0
7198191,Never,6,0
11554401,Always,6,1
3635805,Never,6,0
1073036,Never,6,0
6727131,Never,6,0
6155545,Always,6,1
7772785,Never,6,0
6567940,Never,6,0
6452817,Never,6,0
6874851,Never,6,0
8218269,Never,6,0
6863655,Never,6,0
1935593,Never,6,0
6995306,Always,6,1
4509854,Always,6,1
8090297,Never,6,0
6450776,Never,6,0
8979154,Always,6,1
8247757,Never,6,0
10158723,Never,6,0
7086539,Never,6,0
6846696,Never,6,0
8336881,Never,6,0
8451222,Never,6,0
6546129,Never,6,0
5665000,Never,6,0
9054693,Never,6,0
10344292,Never,6,0
3792447,Never,6,0
6873030,Never,6,0
5390818,Never,6,0
3725898,Never,6,0
9292675,Never,6,0
8218870,Never,6,0
10432132,Never,6,0
8209332,Never,6,0
4291786,Always,6,1
8002363,Never,6,0
8089345,Never,6,0
8090416,Never,6,0
7358237,Never,6,0
935204,Never,6,0
8232369,Never,6,0
8026971,Never,6,0
7220235,Never,6,0
8221995,Never,6,0
6720250,Never,6,0
5000505,Never,6,0
4924541,Never,6,0
7712472,Never,6,0
7411413,Never,6,0
7637535,Never,6,0
6623468,Never,6,0
6670334,Never,6,0
830550,Never,6,0
11287543,Never,6,0
192864,Never,6,0
10598839,Never,6,0
6876153,Never,6,0
8350566,Never,6,0
7800126,Never,6,0
8705305,Never,6,0
971855,Never,6,0
9340602,Never,6,0
7165390,Never,6,0
3372871,Never,6,0
3891801,Never,6,0
7979320,Never,6,0
8139296,Never,6,0
7267223,Never,6,0
1891510,Never,6,0
6872298,Never,6,0
5107288,Never,6,0
6718361,Never,6,0
7955634,Never,6,0
8177600,Never,6,0
1214306,Never,6,0
8927243,Never,6,0
7946538,Never,6,0
6902766,Never,6,0
6719279,Never,6,0
7299575,Never,6,0
6858783,Never,6,0
6554830,Never,6,0
4771060,Never,6,0
7469705,Never,6,0
9283749,Never,6,0
9835199,Never,6,0
11355964,Never,6,0
5175976,Never,6,0
6775020,Never,6,0
7051581,Never,6,0
5502187,Never,6,0
4698517,Never,6,0
7954611,Sometimes,6,1
8308993,Never,6,0
4413717,Sometimes,6,0
677590,Never,6,0
10967990,Never,6,0
12685518,Never,6,0
4481771,Never,6,0
6927289,Never,6,0
7997027,Always,6,1
8201897,Never,6,0
9076328,Never,6,0
2539373,Never,6,0
6562760,Never,6,0
8549621,Never,6,0
4472020,Never,6,0
10604820,Never,6,0
3237192,Never,6,0
2980940,Never,6,0
8072302,Never,6,0
3096963,Never,6,0
239704,Never,6,0
12716928,Never,6,0
5555949,Never,6,0
9409998,Never,6,0
7757190,Never,6,0
7929560,Never,6,0
8104204,Never,6,0
6931162,Never,6,0
7891709,Never,6,0
9574468,Never,6,0
3740269,Never,6,0
9363645,Never,6,0
6229891,Sometimes,6,0
6532438,Never,6,0
109894,Always,6,1
7300824,Never,6,0
8565074,Never,6,0
7023626,Never,6,0
4543661,Never,6,0
3281620,Never,6,0
6738710,Always,6,1
4968271,Never,6,0
4690680,Never,6,0
5180457,Never,6,0
3184714,Never,6,0
6300782,Never,6,0
9062947,Never,6,0
4292081,Never,6,0
3195503,Never,6,0
6994709,Never,6,0
1172573,Never,6,0
8015031,Never,6,0
3058816,Never,6,0
6856136,Never,6,0
5256534,Never,6,0
6655726,Never,6,0
7745435,Never,6,0
7110065,Never,6,0
9390626,Never,6,0
6806473,Never,6,0
4819691,Never,6,0
7763646,Never,6,0
6354475,Never,6,0
243167,Never,6,0
613940,Never,6,0
7006071,Never,6,0
7726104,Never,6,0
7699913,Never,6,0
7891768,Never,6,0
6691501,Never,6,0
6829732,Never,6,0
12285285,Never,6,0
6699545,Never,6,0
4395905,Never,6,0
7876971,Always,6,1
4999770,Always,6,1
8655413,Always,6,1
8148090,Never,6,0
6857566,Never,6,0
981680,Never,6,0
5202043,Never,6,0
614661,Never,6,0
5976421,Sometimes,6,1
6652190,Never,6,0
8157553,Never,6,0
9030859,Never,6,0
6544215,Never,6,0
615897,Never,6,0
5654106,Always,6,1
8567239,Never,6,0
6572715,Never,6,0
6810977,Never,6,0
5481600,Never,6,0
6566316,Never,6,0
6270247,Never,6,0
5186889,Never,6,0
7877056,Never,6,0
7723490,Never,6,0
10646868,Never,6,0
7313209,Never,6,0
193216,Never,6,0
2772736,Never,6,0
9108920,Never,6,0
8229228,Never,6,0
2283786,Never,6,0
9360956,Never,6,0
6521541,Never,6,0
12273643,Never,6,0
8004188,Never,6,0
8078866,Never,6,0
7023049,Never,6,0
8165882,Never,6,0
7052235,Never,6,0
8229422,Never,6,0
8561656,Never,6,0
7726619,Never,6,0
4375394,Never,6,0
6610617,Never,6,0
6524583,Never,6,0
9181350,Never,6,0
7154526,Never,6,0
3061876,Never,6,0
764671,Never,6,0
7979428,Never,6,0
9020330,Never,6,0
7840012,Never,6,0
4935179,Never,6,0
7711190,Always,6,1
7997183,Never,6,0
7708521,Never,6,0
8258279,Never,6,0
6537677,Never,6,0
7139276,Never,6,0
11422165,Sometimes,6,1
7793855,Never,6,0
3471896,Never,6,0
6895069,Never,6,0
4723279,Never,6,0
9382240,Never,6,0
3312569,Never,6,0
6275176,Never,6,0
7152914,Never,6,0
6856810,Never,6,0
2751046,Never,6,0
7193580,Never,6,0
7765118,Never,6,0
6957447,Never,6,0
7087039,Never,6,0
5571715,Never,6,0
1045482,Never,6,0
7769822,Never,6,0
9659773,Never,6,0
6761569,Never,6,0
2329700,Never,6,0
7790600,Never,6,0
7357699,Never,6,0
189146,Never,6,0
7769229,Never,6,0
8300801,Never,6,0
8224773,Never,6,0
7820208,Never,6,0
6701930,Never,6,0
5355664,Never,6,0
8004005,Never,6,0
3944700,Never,6,0
720291,Never,6,0
192880,Never,6,0
6846416,Never,6,0
4140826,Never,6,0
9776877,Never,6,0
13353020,Always,6,1
7297319,Never,6,0
8042659,Never,6,0
4104021,Always,6,1
2669773,Never,6,0
7245076,Never,6,0
6850278,Never,6,0
3830454,Never,6,0
5465311,Never,6,0
8097283,Never,6,0
6654991,Never,6,0
5758335,Never,6,0
8522723,Never,6,0
6653111,Never,6,0
614106,Never,6,0
7747950,Never,6,0
8687668,Never,6,0
8201439,Never,6,0
7069944,Never,6,0
7148097,Never,6,0
7877803,Never,6,0
4227107,Never,6,0
3288188,Never,6,0
717738,Never,6,0
5571596,Never,6,0
7901844,Always,6,1
195170,Never,6,0
6536255,Never,6,0
7629052,Never,6,0
7131968,Never,6,0
8236372,Always,6,1
7254385,Never,6,0
8100535,Never,6,0
8318867,Never,6,0
4690583,Never,6,0
7733704,Never,6,0
266051,Never,6,0
6544169,Never,6,0
7009585,Never,6,0
6591922,Never,6,0
7735715,Never,6,0
8253676,Never,6,0
5960665,Never,6,0
6823807,Always,6,1
10633898,Never,6,0
6994369,Never,6,0
1243624,Never,6,0
2951258,Never,6,0
11911352,Never,6,0
9636048,Never,6,0
8177937,Never,6,0
9091106,Never,6,0
6952208,Never,6,0
7773994,Never,6,0
4609298,Never,6,0
1569368,Never,6,0
1685929,Never,6,0
6812686,Never,6,0
7480989,Never,6,0
8227187,Never,6,0
8510563,Never,6,0
2884038,Never,6,0
3411877,Never,6,0
11258608,Never,6,0
11379707,Never,6,0
12853941,Never,6,0
1042327,Never,6,0
7965141,Never,6,0
7167040,Never,6,0
8285632,Never,6,0
3423999,Never,6,0
7138490,Never,6,0
1069667,Never,6,0
12706035,Never,6,0
7917619,Never,6,0
3229750,Never,6,0
10662634,Never,6,0
7089708,Never,6,0
7257198,Never,6,0
7223137,Never,6,0
6632491,Never,6,0
8037590,Never,6,0
8309116,Never,6,0
1889966,Never,6,0
6616445,Never,6,0
7730675,Never,6,0
11582782,Never,6,0
6920357,Always,6,1
7697570,Never,6,0
3795950,Never,6,0
5656044,Never,6,0
3040402,Never,6,0
6872743,Never,6,0
8560935,Never,6,0
7823428,Never,6,0
6862861,Never,6,0
193410,Never,6,0
6890024,Never,6,0
1748912,Never,6,0
8294623,Never,6,0
2370735,Never,6,0
8820198,Never,6,0
7455151,Never,6,0
7907575,Never,6,0
5098017,Never,6,0
5208475,Never,6,0
10653686,Never,6,0
1755846,Never,6,0
6605036,Never,6,0
7774893,Never,6,0
13562614,Never,6,0
7302789,Always,6,1
764108,Never,6,0
6999212,Never,6,0
6828361,Never,6,0
6504094,Never,6,0
4999509,Never,6,0
6959342,Never,6,0
2843455,Always,6,1
8172447,Never,6,0
4761979,Never,6,0
7866739,Never,6,0
6173209,Never,6,0
8482381,Always,6,1
8176302,Never,6,0
7804695,Never,6,0
4918886,Never,6,0
8203563,Never,6,0
6846483,Never,6,0
7728751,Never,6,0
7356102,Never,6,0
8199078,Never,6,0
3424162,Never,6,0
7061064,Never,6,0
3250644,Never,6,0
2719584,Never,6,0
4085167,Never,6,0
6671373,Never,6,0
7823355,Never,6,0
7156537,Never,6,0
9800611,Never,6,0
6876196,Never,6,0
8237158,Never,6,0
8147280,Never,6,0
4091388,Never,6,0
4877780,Never,6,0
8149984,Sometimes,6,0
9216324,Never,6,0
9328157,Never,6,0
8178887,Never,6,0
7889887,Always,6,1
6657435,Never,6,0
6579736,Never,6,0
12799041,Never,6,0
6811795,Never,6,0
7252722,Never,6,0
6627374,Never,6,0
6185789,Never,6,0
7792867,Never,6,0
12707023,Never,6,0
6868797,Never,6,0
6529550,Never,6,0
7313470,Never,6,0
7774656,Always,6,1
8325308,Never,6,0
4407636,Never,6,0
8330166,Never,6,0
2713950,Never,6,0
8021317,Never,6,0
7115733,Never,6,0
8017573,Never,6,0
11328622,Never,6,0
6556892,Never,6,0
7451504,Never,6,0
6998011,Never,6,0
8219788,Never,6,0
7010826,Never,6,0
7745206,Always,6,1
8178399,Never,6,0
7008589,Never,6,0
7820283,Never,6,0
1591487,Never,6,0
6956114,Never,6,0
8772800,Never,6,0
6814859,Never,6,0
2933993,Never,6,0
4646932,Never,6,0
8158754,Never,6,0
7973144,Never,6,0
7793820,Never,6,0
9991719,Never,6,0
10377778,Always,6,1
8041105,Never,6,0
7736053,Never,6,0
11270292,Never,6,0
8326738,Never,6,0
674249,Never,6,0
8181802,Never,6,0
7469543,Never,6,0
7884478,Never,6,0
8287589,Never,6,0
7947305,Never,6,0
8206694,Never,6,0
6908527,Never,6,0
7186053,Never,6,0
6663540,Never,6,0
12915343,Never,6,0
7295685,Never,6,0
7819048,Never,6,0
3049663,Never,6,0
9444548,Never,6,0
6876935,Never,6,0
3724638,Never,6,0
7846428,Never,6,0
5285453,Never,6,0
7949251,Always,6,1
7009135,Never,6,0
2326310,Never,6,0
4444566,Never,6,0
6641660,Always,6,1
8071829,Never,6,0
5760798,Never,6,0
6529712,Never,6,0
8257825,Never,6,0
4721713,Never,6,0
6927971,Never,6,0
6920101,Never,6,0
3856232,Never,6,0
1761137,Never,6,0
2870614,Never,6,0
10024913,Never,6,0
6560504,Never,6,0
8427720,Never,6,0
3635619,Never,6,0
2483017,Never,6,0
2329158,Never,6,0
8015538,Never,6,0
7696450,Never,6,0
8052891,Never,6,0
9749500,Never,6,0
6927254,Never,6,0
9388133,Never,6,0
6691927,Always,6,1
8321655,Sometimes,6,0
6897878,Never,6,0
6928633,Never,6,0
6661084,Never,6,0
10931392,Sometimes,6,1
4654285,Never,6,0
8322481,Never,6,0
11196394,Sometimes,6,0
10448985,Never,6,0
6605052,Never,6,0
7846126,Never,6,0
3288161,Never,6,0
6848915,Never,6,0
6940641,Never,6,0
6590225,Never,6,0
7971923,Never,6,0
2716143,Never,6,0
12823511,Never,6,0
8256993,Never,6,0
1154109,Never,6,0
7173350,Never,6,0
6526721,Never,6,0
8330840,Never,6,0
4395425,Never,6,0
7268122,Never,6,0
12699705,Never,6,0
6195296,Always,6,1
6795978,Never,6,0
9452737,Never,6,0
6127924,Never,6,0
6898882,Never,6,0
7208464,Never,6,0
1141856,Never,6,0
1128582,Never,6,0
6692745,Never,6,0
9394435,Never,6,0
4413628,Never,6,0
6639240,Sometimes,6,1
7270704,Never,6,0
6683592,Sometimes,6,1
9820272,Never,6,0
6529100,Never,6,0
7263597,Never,6,0
6914519,Never,6,0
6554946,Never,6,0
8341443,Never,6,0
7614241,Never,6,0
4064925,Never,6,0
11403217,Never,6,0
6610994,Never,6,0
6589863,Never,6,0
6386350,Never,6,0
9112359,Never,6,0
8126674,Never,6,0
7962053,Never,6,0
6655858,Never,6,0
12226661,Never,6,0
7962339,Never,6,0
7759738,Never,6,0
2895447,Never,6,0
8769338,Never,6,0
7052480,Never,6,0
12004502,Always,6,1
6698778,Never,6,0
12931993,Never,7,0
5757142,Never,7,0
7720394,Never,7,0
7035071,Never,7,0
7782160,Never,7,0
8306796,Never,7,0
8213712,Always,7,1
3808246,Never,7,0
2539721,Never,7,0
6730043,Never,7,0
6832148,Always,7,1
6563406,Never,7,0
7193300,Never,7,0
8011613,Never,7,0
3088537,Sometimes,7,1
7891482,Always,7,1
7172613,Sometimes,7,1
7247869,Never,7,0
2493861,Never,7,0
4392086,Never,7,0
6914438,Always,7,1
4856600,Never,7,0
6837794,Never,7,0
8320802,Never,7,0
8092117,Always,7,1
9165304,Never,7,0
7109245,Never,7,0
7824793,Never,7,0
5390990,Never,7,0
7288476,Never,7,0
7994400,Never,7,0
8025134,Never,7,0
7162332,Never,7,0
4414004,Never,7,0
240036,Never,7,0
8349207,Never,7,0
8950598,Never,7,0
12167134,Never,7,0
3187039,Always,7,1
11588780,Never,7,0
7918089,Never,7,0
10131302,Never,7,0
4678303,Always,7,1
9215093,Never,7,0
7182813,Never,7,0
6627331,Never,7,0
7890567,Always,7,1
5123194,Never,7,0
7696868,Never,7,0
13340727,Never,7,0
11353708,Never,7,0
8113866,Never,7,0
5915767,Never,7,0
7872542,Never,7,0
7721870,Never,7,0
9268626,Never,7,0
5983037,Never,7,0
4949293,Never,7,0
8050856,Never,7,0
8635412,Never,7,0
7714394,Never,7,0
6919642,Never,7,0
8336385,Never,7,0
2640112,Never,7,0
7044380,Sometimes,7,1
2711141,Never,7,0
2957388,Never,7,0
6691676,Never,7,0
7099657,Never,7,0
3716295,Never,7,0
2459930,Never,7,0
6742866,Never,7,0
7788215,Never,7,0
12475858,Never,7,0
12699306,Never,7,0
6835163,Never,7,0
8189552,Never,7,0
4907876,Never,7,0
8177767,Never,7,0
7178522,Never,7,0
6092462,Never,7,0
5261716,Never,7,0
7084005,Never,7,0
7285248,Never,7,0
8065217,Never,7,0
3393801,Never,7,0
9268294,Never,7,0
11720751,Always,7,1
2732041,Never,7,0
10864490,Never,7,0
3093727,Never,7,0
5842298,Never,7,0
193887,Never,7,0
7821417,Never,7,0
7063024,Never,7,0
7136870,Never,7,0
701351,Never,7,0
9272046,Never,7,0
8125554,Never,7,0
8162069,Never,7,0
6554199,Always,7,1
4770404,Never,7,0
8036098,Never,7,0
8344043,Never,7,0
8329400,Never,7,0
7698062,Never,7,0
8202370,Never,7,0
6994970,Never,7,0
11785896,Never,7,0
8306907,Always,7,1
7847947,Never,7,0
8704384,Never,7,0
1244507,Never,7,0
9332081,Never,7,0
7312415,Never,7,0
6992420,Never,7,0
6271081,Never,7,0
13353020,Never,7,0
2130025,Never,7,0
9175970,Never,7,0
2495368,Never,7,0
7821832,Never,7,0
4976339,Never,7,0
3649326,Never,7,0
614580,Never,7,0
670820,Never,7,0
8243654,Never,7,0
8075859,Never,7,0
7802927,Never,7,0
7689624,Never,7,0
3700038,Never,7,0
6565905,Sometimes,7,1
4210867,Never,7,0
4711025,Never,7,0
2762366,Never,7,0
11611413,Never,7,0
7207786,Never,7,0
7721676,Never,7,0
6989659,Never,7,0
6213502,Never,7,0
7909691,Never,7,0
10177965,Never,7,0
8189935,Always,7,1
8108161,Never,7,0
7273312,Never,7,0
7940629,Never,7,0
7210841,Never,7,0
6646069,Never,7,0
5196698,Never,7,0
6863116,Never,7,0
5751500,Never,7,0
6172423,Always,7,1
6725732,Never,7,0
6997937,Never,7,0
3698726,Never,7,0
6527213,Never,7,0
7309066,Never,7,0
3327396,Never,7,0
9793348,Never,7,0
13077813,Never,7,0
6999840,Never,7,0
5380588,Never,7,0
7245033,Never,7,0
8133743,Never,7,0
7111916,Never,7,0
8329516,Never,7,0
3705846,Always,7,1
4933885,Never,7,0
6874916,Never,7,0
6560938,Never,7,0
1524739,Never,7,0
7953267,Never,7,0
7745737,Never,7,0
11819596,Never,7,0
6204821,Never,7,0
7254563,Never,7,0
8222169,Never,7,0
2766353,Never,7,0
7139497,Never,7,0
12604674,Never,7,0
8255172,Never,7,0
243396,Never,7,0
8152179,Never,7,0
188204,Never,7,0
9332650,Never,7,0
7154062,Never,7,0
6850839,Never,7,0
7072554,Never,7,0
5000955,Never,7,0
6952496,Never,7,0
9281630,Never,7,0
3020800,Never,7,0
7743572,Never,7,0
6943853,Never,7,0
6932444,Never,7,0
1583549,Never,7,0
11707526,Never,7,0
7268769,Never,7,0
935034,Never,7,0
8640300,Always,7,1
8647097,Never,7,0
8245487,Never,7,0
4099621,Never,7,0
6612059,Never,7,0
8019010,Never,7,0
4710231,Never,7,0
8178917,Never,7,0
500844,Never,7,0
8149216,Never,7,0
2954761,Never,7,0
7097190,Never,7,0
8074402,Never,7,0
7712448,Never,7,0
6539149,Never,7,0
8217122,Never,7,0
7970749,Never,7,0
5570727,Never,7,0
2456850,Never,7,0
12659010,Never,7,0
2731703,Never,7,0
7085400,Never,7,0
8082308,Never,7,0
4515579,Never,7,0
1834711,Never,7,0
8210616,Always,7,1
5153131,Never,7,0
6847889,Never,7,0
8659966,Always,7,1
11700009,Never,7,0
6541550,Never,7,0
12010456,Never,7,0
3169480,Always,7,1
7113382,Never,7,0
8239703,Never,7,0
2327201,Never,7,0
6970397,Never,7,0
7316291,Never,7,0
8335621,Never,7,0
7747756,Never,7,0
6845851,Never,7,0
7616236,Never,7,0
191434,Never,7,0
8010900,Never,7,0
8696683,Never,7,0
6611931,Never,7,0
6756786,Never,7,0
8732841,Sometimes,7,1
6997821,Never,7,0
7692498,Never,7,0
8213879,Never,7,0
9045090,Never,7,0
6945953,Never,7,0
3486826,Never,7,0
6550649,Never,7,0
6701582,Sometimes,7,0
10656863,Never,7,0
8013284,Always,7,1
616222,Never,7,0
6615716,Never,7,0
10905731,Never,7,0
4071778,Never,7,0
7346735,Never,7,0
6544347,Never,7,0
9268294,Never,7,0
5107474,Always,7,1
8073805,Never,7,0
10764585,Never,7,0
12572616,Never,7,0
8732280,Never,7,0
7958056,Never,7,0
6616011,Never,7,0
12871524,Never,7,0
7264909,Never,7,0
7830092,Never,7,0
6530869,Never,7,0
8003602,Never,7,0
7994621,Never,7,0
1243578,Never,7,0
4561627,Never,7,0
6706606,Never,7,0
8237522,Never,7,0
1741187,Never,7,0
8278954,Never,7,0
7979371,Never,7,0
5469228,Never,7,0
6714951,Never,7,0
8075077,Never,7,0
8200912,Never,7,0
7052138,Never,7,0
2923025,Never,7,0
10054219,Never,7,0
10020403,Never,7,0
6573134,Never,7,0
2688859,Never,7,0
7004044,Never,7,0
8569576,Never,7,0
12476625,Always,7,1
7320361,Never,7,0
6706495,Never,7,0
6774504,Never,7,0
6890482,Never,7,0
10050884,Never,7,0
11391790,Never,7,0
11717971,Never,7,0
7891830,Never,7,0
7961901,Never,7,0
6219853,Never,7,0
6699081,Never,7,0
7215150,Never,7,0
6833284,Never,7,0
6634605,Never,7,0
7954301,Never,7,0
856983,Never,7,0
7615493,Never,7,0
2863537,Never,7,0
6633587,Never,7,0
7183070,Never,7,0
8037523,Never,7,0
9751416,Never,7,0
11098015,Never,7,0
4515676,Never,7,0
8327726,Never,7,0
8078491,Never,7,0
7788150,Never,7,0
3243788,Never,7,0
7354800,Never,7,0
8864632,Never,7,0
5174279,Never,7,0
7410743,Never,7,0
7977263,Never,7,0
3123596,Never,7,0
7717547,Never,7,0
6507476,Never,7,0
6724574,Never,7,0
2974991,Never,7,0
8340552,Never,7,0
